District,Zone,Geographical Region,Development Region,Sub Group,Girs/ Boys,Numbers
Kathmandu,Bagmati,Hill,Central,Grade 3,Boys,18199
Kathmandu,Bagmati,Hill,Central,Grade 4,Girls,16296
Kathmandu,Bagmati,Hill,Central,Grade 4,Boys,17653
Kathmandu,Bagmati,Hill,Central,Grade 5,Girls,16367
Kathmandu,Bagmati,Hill,Central,Grade 5,Boys,17652
Kathmandu,Bagmati,Hill,Central,Grade 1-5,Girls,82314
Kathmandu,Bagmati,Hill,Central,Grade 1-5,Boys,89918
Kavre,Bagmati,Hill,Central,Grade 1,Girls,8079
Kavre,Bagmati,Hill,Central,Grade 1,Boys,8008
Kavre,Bagmati,Hill,Central,Grade 2,Girls,5988
Kavre,Bagmati,Hill,Central,Grade 2,Boys,5804
Kavre,Bagmati,Hill,Central,Grade 3,Girls,5976
Kavre,Bagmati,Hill,Central,Grade 3,Boys,5691
Kavre,Bagmati,Hill,Central,Grade 4,Girls,5784
Kavre,Bagmati,Hill,Central,Grade 4,Boys,5687
Kavre,Bagmati,Hill,Central,Grade 5,Girls,5773
Kavre,Bagmati,Hill,Central,Grade 5,Boys,5628
Kavre,Bagmati,Hill,Central,Grade 1-5,Girls,31600
Kavre,Bagmati,Hill,Central,Grade 1-5,Boys,30818
Khotang,Sagarmatha,Hill,Eastern,Grade 1,Girls,8032
Khotang,Sagarmatha,Hill,Eastern,Grade 1,Boys,7565
Khotang,Sagarmatha,Hill,Eastern,Grade 2,Girls,4665
Khotang,Sagarmatha,Hill,Eastern,Grade 2,Boys,4205
Khotang,Sagarmatha,Hill,Eastern,Grade 3,Girls,4312
Khotang,Sagarmatha,Hill,Eastern,Grade 3,Boys,4018
Khotang,Sagarmatha,Hill,Eastern,Grade 4,Girls,4024
Khotang,Sagarmatha,Hill,Eastern,Grade 4,Boys,3679
Khotang,Sagarmatha,Hill,Eastern,Grade 5,Girls,3780
Khotang,Sagarmatha,Hill,Eastern,Grade 5,Boys,3515
Khotang,Sagarmatha,Hill,Eastern,Grade 1-5,Girls,24813
Khotang,Sagarmatha,Hill,Eastern,Grade 1-5,Boys,22982
Lalitpur,Bagmati,Hill,Central,Grade 1,Girls,5878
Lalitpur,Bagmati,Hill,Central,Grade 1,Boys,6112
Lalitpur,Bagmati,Hill,Central,Grade 2,Girls,5322
Lalitpur,Bagmati,Hill,Central,Grade 2,Boys,5666
Lalitpur,Bagmati,Hill,Central,Grade 3,Girls,5488
Lalitpur,Bagmati,Hill,Central,Grade 3,Boys,5693
Lalitpur,Bagmati,Hill,Central,Grade 4,Girls,5505
Lalitpur,Bagmati,Hill,Central,Grade 4,Boys,5831
Lalitpur,Bagmati,Hill,Central,Grade 5,Girls,5571
Lalitpur,Bagmati,Hill,Central,Grade 5,Boys,5948
Lalitpur,Bagmati,Hill,Central,Grade 1-5,Girls,27764
Lalitpur,Bagmati,Hill,Central,Grade 1-5,Boys,29250
Lamjung,Gandaki,Hill,Western,Grade 1,Girls,3499
Lamjung,Gandaki,Hill,Western,Grade 1,Boys,3475
Lamjung,Gandaki,Hill,Western,Grade 2,Girls,2586
Lamjung,Gandaki,Hill,Western,Grade 2,Boys,2507
Lamjung,Gandaki,Hill,Western,Grade 3,Girls,2645
Lamjung,Gandaki,Hill,Western,Grade 3,Boys,2604
Lamjung,Gandaki,Hill,Western,Grade 4,Girls,2594
Lamjung,Gandaki,Hill,Western,Grade 4,Boys,2689
Lamjung,Gandaki,Hill,Western,Grade 5,Girls,2625
Lamjung,Gandaki,Hill,Western,Grade 5,Boys,2518
Lamjung,Gandaki,Hill,Western,Grade 1-5,Girls,13949
Lamjung,Gandaki,Hill,Western,Grade 1-5,Boys,13793
Mahottari,Janakpur,Terai,Central,Grade 1,Girls,18761
Mahottari,Janakpur,Terai,Central,Grade 1,Boys,18123
Mahottari,Janakpur,Terai,Central,Grade 2,Girls,16422
Mahottari,Janakpur,Terai,Central,Grade 2,Boys,16088
Mahottari,Janakpur,Terai,Central,Grade 3,Girls,13620
Mahottari,Janakpur,Terai,Central,Grade 3,Boys,13337
Mahottari,Janakpur,Terai,Central,Grade 4,Girls,10286
Mahottari,Janakpur,Terai,Central,Grade 4,Boys,9882
Mahottari,Janakpur,Terai,Central,Grade 5,Girls,8640
Mahottari,Janakpur,Terai,Central,Grade 5,Boys,8928
Mahottari,Janakpur,Terai,Central,Grade 1-5,Girls,67729
Mahottari,Janakpur,Terai,Central,Grade 1-5,Boys,66358
Makwanpur,Narayani,Hill,Central,Grade 1,Girls,9366
Makwanpur,Narayani,Hill,Central,Grade 1,Boys,10099
Makwanpur,Narayani,Hill,Central,Grade 2,Girls,7478
Makwanpur,Narayani,Hill,Central,Grade 2,Boys,7698
Makwanpur,Narayani,Hill,Central,Grade 3,Girls,6912
Makwanpur,Narayani,Hill,Central,Grade 3,Boys,7151
Makwanpur,Narayani,Hill,Central,Grade 4,Girls,6591
Makwanpur,Narayani,Hill,Central,Grade 4,Boys,6801
Makwanpur,Narayani,Hill,Central,Grade 5,Girls,5981
Makwanpur,Narayani,Hill,Central,Grade 5,Boys,5945
Makwanpur,Narayani,Hill,Central,Grade 1-5,Girls,36328
Makwanpur,Narayani,Hill,Central,Grade 1-5,Boys,37694
Manang,Gandaki,Mountain,Western,Grade 1,Girls,59
Manang,Gandaki,Mountain,Western,Grade 1,Boys,61
Manang,Gandaki,Mountain,Western,Grade 2,Girls,45
Manang,Gandaki,Mountain,Western,Grade 2,Boys,48
Manang,Gandaki,Mountain,Western,Grade 3,Girls,45
Manang,Gandaki,Mountain,Western,Grade 3,Boys,28
Manang,Gandaki,Mountain,Western,Grade 4,Girls,40
Manang,Gandaki,Mountain,Western,Grade 4,Boys,23
Manang,Gandaki,Mountain,Western,Grade 5,Girls,45
Manang,Gandaki,Mountain,Western,Grade 5,Boys,24
Manang,Gandaki,Mountain,Western,Grade 1-5,Girls,234
Manang,Gandaki,Mountain,Western,Grade 1-5,Boys,184
Morang,Kosi,Terai,Eastern,Grade 1,Girls,13859
Morang,Kosi,Terai,Eastern,Grade 1,Boys,13159
Morang,Kosi,Terai,Eastern,Grade 2,Girls,12123
Morang,Kosi,Terai,Eastern,Grade 2,Boys,11310
Morang,Kosi,Terai,Eastern,Grade 3,Girls,11172
Morang,Kosi,Terai,Eastern,Grade 3,Boys,10563
Morang,Kosi,Terai,Eastern,Grade 4,Girls,10873
Morang,Kosi,Terai,Eastern,Grade 4,Boys,10098
Morang,Kosi,Terai,Eastern,Grade 5,Girls,10098
Morang,Kosi,Terai,Eastern,Grade 5,Boys,9389
Morang,Kosi,Terai,Eastern,Grade 1-5,Girls,58125
Morang,Kosi,Terai,Eastern,Grade 1-5,Boys,54519
Mugu,Karnali,Mountain,Mid-Western,Grade 1,Girls,1661
Mugu,Karnali,Mountain,Mid-Western,Grade 1,Boys,1546
Mugu,Karnali,Mountain,Mid-Western,Grade 2,Girls,1062
Mugu,Karnali,Mountain,Mid-Western,Grade 2,Boys,1006
Mugu,Karnali,Mountain,Mid-Western,Grade 3,Girls,1069
Mugu,Karnali,Mountain,Mid-Western,Grade 3,Boys,903
Mugu,Karnali,Mountain,Mid-Western,Grade 4,Girls,897
Mugu,Karnali,Mountain,Mid-Western,Grade 4,Boys,830
Mugu,Karnali,Mountain,Mid-Western,Grade 5,Girls,997
Mugu,Karnali,Mountain,Mid-Western,Grade 5,Boys,853
Mugu,Karnali,Mountain,Mid-Western,Grade 1-5,Girls,5686
Mugu,Karnali,Mountain,Mid-Western,Grade 1-5,Boys,5138
Mustang,Dhawalagiri,Mountain,Western,Grade 1,Girls,251
Mustang,Dhawalagiri,Mountain,Western,Grade 1,Boys,235
Mustang,Dhawalagiri,Mountain,Western,Grade 2,Girls,155
Mustang,Dhawalagiri,Mountain,Western,Grade 2,Boys,135
Mustang,Dhawalagiri,Mountain,Western,Grade 3,Girls,129
Mustang,Dhawalagiri,Mountain,Western,Grade 3,Boys,154
Mustang,Dhawalagiri,Mountain,Western,Grade 4,Girls,138
Mustang,Dhawalagiri,Mountain,Western,Grade 4,Boys,147
Mustang,Dhawalagiri,Mountain,Western,Grade 5,Girls,133
Mustang,Dhawalagiri,Mountain,Western,Grade 5,Boys,113
Mustang,Dhawalagiri,Mountain,Western,Grade 1-5,Girls,806
Mustang,Dhawalagiri,Mountain,Western,Grade 1-5,Boys,784
Myagdi,Dhawalagiri,Hill,Western,Grade 1,Girls,2076
Myagdi,Dhawalagiri,Hill,Western,Grade 1,Boys,2098
Myagdi,Dhawalagiri,Hill,Western,Grade 2,Girls,1790
Myagdi,Dhawalagiri,Hill,Western,Grade 2,Boys,1728
Myagdi,Dhawalagiri,Hill,Western,Grade 3,Girls,1767
Myagdi,Dhawalagiri,Hill,Western,Grade 3,Boys,1765
Myagdi,Dhawalagiri,Hill,Western,Grade 4,Girls,1710
Myagdi,Dhawalagiri,Hill,Western,Grade 4,Boys,1733
Myagdi,Dhawalagiri,Hill,Western,Grade 5,Girls,1690
Myagdi,Dhawalagiri,Hill,Western,Grade 5,Boys,1711
Myagdi,Dhawalagiri,Hill,Western,Grade 1-5,Girls,9033
Myagdi,Dhawalagiri,Hill,Western,Grade 1-5,Boys,9035
Nawalparasi,Lumbini,Terai,Western,Grade 1,Girls,12393
Nawalparasi,Lumbini,Terai,Western,Grade 1,Boys,12315
Nawalparasi,Lumbini,Terai,Western,Grade 2,Girls,9849
Nawalparasi,Lumbini,Terai,Western,Grade 2,Boys,9969
Nawalparasi,Lumbini,Terai,Western,Grade 3,Girls,9942
Nawalparasi,Lumbini,Terai,Western,Grade 3,Boys,10020
Nawalparasi,Lumbini,Terai,Western,Grade 4,Girls,9704
Nawalparasi,Lumbini,Terai,Western,Grade 4,Boys,9503
Nawalparasi,Lumbini,Terai,Western,Grade 5,Girls,9525
Nawalparasi,Lumbini,Terai,Western,Grade 5,Boys,10207
Nawalparasi,Lumbini,Terai,Western,Grade 1-5,Girls,51413
Nawalparasi,Lumbini,Terai,Western,Grade 1-5,Boys,52014
Nuwakot,Bagmati,Hill,Central,Grade 1,Girls,6216
Nuwakot,Bagmati,Hill,Central,Grade 1,Boys,6219
Nuwakot,Bagmati,Hill,Central,Grade 2,Girls,4743
Nuwakot,Bagmati,Hill,Central,Grade 2,Boys,4512
Nuwakot,Bagmati,Hill,Central,Grade 3,Girls,4385
Nuwakot,Bagmati,Hill,Central,Grade 3,Boys,4175
Nuwakot,Bagmati,Hill,Central,Grade 4,Girls,4013
Nuwakot,Bagmati,Hill,Central,Grade 4,Boys,3777
Nuwakot,Bagmati,Hill,Central,Grade 5,Girls,3874
Nuwakot,Bagmati,Hill,Central,Grade 5,Boys,3679
Nuwakot,Bagmati,Hill,Central,Grade 1-5,Girls,23231
Nuwakot,Bagmati,Hill,Central,Grade 1-5,Boys,22362
Okhaldhunga,Sagarmatha,Hill,Eastern,Grade 1,Girls,4580
Okhaldhunga,Sagarmatha,Hill,Eastern,Grade 1,Boys,4383
Okhaldhunga,Sagarmatha,Hill,Eastern,Grade 2,Girls,2474
Okhaldhunga,Sagarmatha,Hill,Eastern,Grade 2,Boys,2381
Okhaldhunga,Sagarmatha,Hill,Eastern,Grade 3,Girls,2488
Okhaldhunga,Sagarmatha,Hill,Eastern,Grade 3,Boys,2389
Okhaldhunga,Sagarmatha,Hill,Eastern,Grade 4,Girls,2287
Okhaldhunga,Sagarmatha,Hill,Eastern,Grade 4,Boys,2181
Okhaldhunga,Sagarmatha,Hill,Eastern,Grade 5,Girls,2443
Okhaldhunga,Sagarmatha,Hill,Eastern,Grade 5,Boys,2251
Okhaldhunga,Sagarmatha,Hill,Eastern,Grade 1-5,Girls,14272
Okhaldhunga,Sagarmatha,Hill,Eastern,Grade 1-5,Boys,13585
Palpa,Lumbini,Hill,Western,Grade 1,Girls,4935
Palpa,Lumbini,Hill,Western,Grade 1,Boys,5146
Palpa,Lumbini,Hill,Western,Grade 2,Girls,4069
Palpa,Lumbini,Hill,Western,Grade 2,Boys,4330
Palpa,Lumbini,Hill,Western,Grade 3,Girls,4187
Palpa,Lumbini,Hill,Western,Grade 3,Boys,4240
Palpa,Lumbini,Hill,Western,Grade 4,Girls,4304
Palpa,Lumbini,Hill,Western,Grade 4,Boys,4301
Palpa,Lumbini,Hill,Western,Grade 5,Girls,4239
Palpa,Lumbini,Hill,Western,Grade 5,Boys,4163
Palpa,Lumbini,Hill,Western,Grade 1-5,Girls,21734
Palpa,Lumbini,Hill,Western,Grade 1-5,Boys,22180
Panchthar,Mechi,Hill,Eastern,Grade 1,Girls,6195
Panchthar,Mechi,Hill,Eastern,Grade 1,Boys,5915
Panchthar,Mechi,Hill,Eastern,Grade 2,Girls,3454
Panchthar,Mechi,Hill,Eastern,Grade 2,Boys,3376
Panchthar,Mechi,Hill,Eastern,Grade 3,Girls,3452
Panchthar,Mechi,Hill,Eastern,Grade 3,Boys,3225
Panchthar,Mechi,Hill,Eastern,Grade 4,Girls,3301
Panchthar,Mechi,Hill,Eastern,Grade 4,Boys,3256
Panchthar,Mechi,Hill,Eastern,Grade 5,Girls,3335
Panchthar,Mechi,Hill,Eastern,Grade 5,Boys,3228
Panchthar,Mechi,Hill,Eastern,Grade 1-5,Girls,19737
Panchthar,Mechi,Hill,Eastern,Grade 1-5,Boys,19000
Parbat,Dhawalagiri,Hill,Western,Grade 1,Girls,2548
Parbat,Dhawalagiri,Hill,Western,Grade 1,Boys,2536
Parbat,Dhawalagiri,Hill,Western,Grade 2,Girls,2265
Parbat,Dhawalagiri,Hill,Western,Grade 2,Boys,2152
Parbat,Dhawalagiri,Hill,Western,Grade 3,Girls,2133
Parbat,Dhawalagiri,Hill,Western,Grade 3,Boys,2173
Parbat,Dhawalagiri,Hill,Western,Grade 4,Girls,2112
Parbat,Dhawalagiri,Hill,Western,Grade 4,Boys,2209
Parbat,Dhawalagiri,Hill,Western,Grade 5,Girls,2222
Parbat,Dhawalagiri,Hill,Western,Grade 5,Boys,2132
Parbat,Dhawalagiri,Hill,Western,Grade 1-5,Girls,11280
Parbat,Dhawalagiri,Hill,Western,Grade 1-5,Boys,11202
Parsa,Narayani,Terai,Central,Grade 1,Girls,18461
Parsa,Narayani,Terai,Central,Grade 1,Boys,17636
Parsa,Narayani,Terai,Central,Grade 2,Girls,12532
Parsa,Narayani,Terai,Central,Grade 2,Boys,12082
Parsa,Narayani,Terai,Central,Grade 3,Girls,10831
Parsa,Narayani,Terai,Central,Grade 3,Boys,9897
Parsa,Narayani,Terai,Central,Grade 4,Girls,8110
Parsa,Narayani,Terai,Central,Grade 4,Boys,7969
Parsa,Narayani,Terai,Central,Grade 5,Girls,6341
Parsa,Narayani,Terai,Central,Grade 5,Boys,6131
Parsa,Narayani,Terai,Central,Grade 1-5,Girls,56275
Parsa,Narayani,Terai,Central,Grade 1-5,Boys,53715
Pyuthan,Rapti,Hill,Mid-Western,Grade 1,Girls,6711
Pyuthan,Rapti,Hill,Mid-Western,Grade 1,Boys,6919
Pyuthan,Rapti,Hill,Mid-Western,Grade 2,Girls,4705
Pyuthan,Rapti,Hill,Mid-Western,Grade 2,Boys,4839
Pyuthan,Rapti,Hill,Mid-Western,Grade 3,Girls,4604
Pyuthan,Rapti,Hill,Mid-Western,Grade 3,Boys,4458
Pyuthan,Rapti,Hill,Mid-Western,Grade 4,Girls,4170
Pyuthan,Rapti,Hill,Mid-Western,Grade 4,Boys,4013
Pyuthan,Rapti,Hill,Mid-Western,Grade 5,Girls,3950
Pyuthan,Rapti,Hill,Mid-Western,Grade 5,Boys,3581
Pyuthan,Rapti,Hill,Mid-Western,Grade 1-5,Girls,24140
Pyuthan,Rapti,Hill,Mid-Western,Grade 1-5,Boys,23810
Ramechhap,Janakpur,Hill,Central,Grade 1,Girls,4925
Ramechhap,Janakpur,Hill,Central,Grade 1,Boys,4611
Ramechhap,Janakpur,Hill,Central,Grade 2,Girls,3416
Ramechhap,Janakpur,Hill,Central,Grade 2,Boys,3266
Ramechhap,Janakpur,Hill,Central,Grade 3,Girls,3397
Ramechhap,Janakpur,Hill,Central,Grade 3,Boys,3294
Ramechhap,Janakpur,Hill,Central,Grade 4,Girls,3410
Ramechhap,Janakpur,Hill,Central,Grade 4,Boys,3283
Ramechhap,Janakpur,Hill,Central,Grade 5,Girls,3353
Ramechhap,Janakpur,Hill,Central,Grade 5,Boys,3318
Ramechhap,Janakpur,Hill,Central,Grade 1-5,Girls,18501
Ramechhap,Janakpur,Hill,Central,Grade 1-5,Boys,17772
Rasuwa,Bagmati,Mountain,Central,Grade 1,Girls,1200
Rasuwa,Bagmati,Mountain,Central,Grade 1,Boys,1066
Rasuwa,Bagmati,Mountain,Central,Grade 2,Girls,842
Rasuwa,Bagmati,Mountain,Central,Grade 2,Boys,776
Rasuwa,Bagmati,Mountain,Central,Grade 3,Girls,743
Rasuwa,Bagmati,Mountain,Central,Grade 3,Boys,699
Rasuwa,Bagmati,Mountain,Central,Grade 4,Girls,717
Rasuwa,Bagmati,Mountain,Central,Grade 4,Boys,644
Rasuwa,Bagmati,Mountain,Central,Grade 5,Girls,614
Rasuwa,Bagmati,Mountain,Central,Grade 5,Boys,617
Rasuwa,Bagmati,Mountain,Central,Grade 1-5,Girls,4116
Rasuwa,Bagmati,Mountain,Central,Grade 1-5,Boys,3802
Rautahat,Narayani,Terai,Central,Grade 1,Girls,20645
Rautahat,Narayani,Terai,Central,Grade 1,Boys,22177
Rautahat,Narayani,Terai,Central,Grade 2,Girls,14730
Rautahat,Narayani,Terai,Central,Grade 2,Boys,15723
Rautahat,Narayani,Terai,Central,Grade 3,Girls,12554
Rautahat,Narayani,Terai,Central,Grade 3,Boys,13716
Rautahat,Narayani,Terai,Central,Grade 4,Girls,10403
Rautahat,Narayani,Terai,Central,Grade 4,Boys,11105
Rautahat,Narayani,Terai,Central,Grade 5,Girls,7320
Rautahat,Narayani,Terai,Central,Grade 5,Boys,8106
Rautahat,Narayani,Terai,Central,Grade 1-5,Girls,65652
Rautahat,Narayani,Terai,Central,Grade 1-5,Boys,70827
Rolpa,Rapti,Hill,Mid-Western,Grade 1,Girls,9190
Rolpa,Rapti,Hill,Mid-Western,Grade 1,Boys,8991
Rolpa,Rapti,Hill,Mid-Western,Grade 2,Girls,5193
Rolpa,Rapti,Hill,Mid-Western,Grade 2,Boys,4862
Rolpa,Rapti,Hill,Mid-Western,Grade 3,Girls,4805
Rolpa,Rapti,Hill,Mid-Western,Grade 3,Boys,4708
Rolpa,Rapti,Hill,Mid-Western,Grade 4,Girls,4478
Rolpa,Rapti,Hill,Mid-Western,Grade 4,Boys,4204
Rolpa,Rapti,Hill,Mid-Western,Grade 5,Girls,3817
Rolpa,Rapti,Hill,Mid-Western,Grade 5,Boys,3665
Rolpa,Rapti,Hill,Mid-Western,Grade 1-5,Girls,27483
Rolpa,Rapti,Hill,Mid-Western,Grade 1-5,Boys,26430
Rukum,Rapti,Hill,Mid-Western,Grade 1,Girls,11338
Rukum,Rapti,Hill,Mid-Western,Grade 1,Boys,10321
Rukum,Rapti,Hill,Mid-Western,Grade 2,Girls,6446
Rukum,Rapti,Hill,Mid-Western,Grade 2,Boys,5845
Rukum,Rapti,Hill,Mid-Western,Grade 3,Girls,5840
Rukum,Rapti,Hill,Mid-Western,Grade 3,Boys,5436
Rukum,Rapti,Hill,Mid-Western,Grade 4,Girls,5334
Rukum,Rapti,Hill,Mid-Western,Grade 4,Boys,4927
Rukum,Rapti,Hill,Mid-Western,Grade 5,Girls,5044
Rukum,Rapti,Hill,Mid-Western,Grade 5,Boys,4686
Rukum,Rapti,Hill,Mid-Western,Grade 1-5,Girls,34002
Rukum,Rapti,Hill,Mid-Western,Grade 1-5,Boys,31215
Rupandehi,Lumbini,Terai,Western,Grade 1,Girls,15464
Rupandehi,Lumbini,Terai,Western,Grade 1,Boys,16179
Rupandehi,Lumbini,Terai,Western,Grade 2,Girls,13570
Rupandehi,Lumbini,Terai,Western,Grade 2,Boys,13261
Rupandehi,Lumbini,Terai,Western,Grade 3,Girls,12917
Rupandehi,Lumbini,Terai,Western,Grade 3,Boys,12758
Rupandehi,Lumbini,Terai,Western,Grade 4,Girls,12146
Rupandehi,Lumbini,Terai,Western,Grade 4,Boys,12037
Rupandehi,Lumbini,Terai,Western,Grade 5,Girls,11684
Rupandehi,Lumbini,Terai,Western,Grade 5,Boys,11432
Rupandehi,Lumbini,Terai,Western,Grade 1-5,Girls,65781
Rupandehi,Lumbini,Terai,Western,Grade 1-5,Boys,65667
Salyan,Rapti,Hill,Mid-Western,Grade 1,Girls,7349
Salyan,Rapti,Hill,Mid-Western,Grade 1,Boys,7535
Salyan,Rapti,Hill,Mid-Western,Grade 2,Girls,4675
Salyan,Rapti,Hill,Mid-Western,Grade 2,Boys,4708
Salyan,Rapti,Hill,Mid-Western,Grade 3,Girls,4667
Salyan,Rapti,Hill,Mid-Western,Grade 3,Boys,4291
Salyan,Rapti,Hill,Mid-Western,Grade 4,Girls,4696
Salyan,Rapti,Hill,Mid-Western,Grade 4,Boys,4089
Salyan,Rapti,Hill,Mid-Western,Grade 5,Girls,4727
Salyan,Rapti,Hill,Mid-Western,Grade 5,Boys,4229
Salyan,Rapti,Hill,Mid-Western,Grade 1-5,Girls,26114
Salyan,Rapti,Hill,Mid-Western,Grade 1-5,Boys,24852
Sankhuwasabha,Kosi,Mountain,Eastern,Grade 1,Girls,4676
Sankhuwasabha,Kosi,Mountain,Eastern,Grade 1,Boys,4851
Sankhuwasabha,Kosi,Mountain,Eastern,Grade 2,Girls,2953
Sankhuwasabha,Kosi,Mountain,Eastern,Grade 2,Boys,3031
Sankhuwasabha,Kosi,Mountain,Eastern,Grade 3,Girls,2690
Sankhuwasabha,Kosi,Mountain,Eastern,Grade 3,Boys,2665
Sankhuwasabha,Kosi,Mountain,Eastern,Grade 4,Girls,2695
Sankhuwasabha,Kosi,Mountain,Eastern,Grade 4,Boys,2520
Sankhuwasabha,Kosi,Mountain,Eastern,Grade 5,Girls,2381
Sankhuwasabha,Kosi,Mountain,Eastern,Grade 5,Boys,2499
Sankhuwasabha,Kosi,Mountain,Eastern,Grade 1-5,Girls,15395
Sankhuwasabha,Kosi,Mountain,Eastern,Grade 1-5,Boys,15566
Saptari,Sagarmatha,Terai,Eastern,Grade 1,Girls,12629
Saptari,Sagarmatha,Terai,Eastern,Grade 1,Boys,11620
Saptari,Sagarmatha,Terai,Eastern,Grade 2,Girls,10056
Saptari,Sagarmatha,Terai,Eastern,Grade 2,Boys,9572
Saptari,Sagarmatha,Terai,Eastern,Grade 3,Girls,8884
Saptari,Sagarmatha,Terai,Eastern,Grade 3,Boys,8376
Saptari,Sagarmatha,Terai,Eastern,Grade 4,Girls,7160
Saptari,Sagarmatha,Terai,Eastern,Grade 4,Boys,6488
Saptari,Sagarmatha,Terai,Eastern,Grade 5,Girls,6429
Saptari,Sagarmatha,Terai,Eastern,Grade 5,Boys,5804
Saptari,Sagarmatha,Terai,Eastern,Grade 1-5,Girls,45158
Saptari,Sagarmatha,Terai,Eastern,Grade 1-5,Boys,41860
Sarlahi,Janakpur,Terai,Central,Grade 1,Girls,27093
Sarlahi,Janakpur,Terai,Central,Grade 1,Boys,27992
Sarlahi,Janakpur,Terai,Central,Grade 2,Girls,18833
Sarlahi,Janakpur,Terai,Central,Grade 2,Boys,19286
Sarlahi,Janakpur,Terai,Central,Grade 3,Girls,15460
Sarlahi,Janakpur,Terai,Central,Grade 3,Boys,15152
Sarlahi,Janakpur,Terai,Central,Grade 4,Girls,11326
Sarlahi,Janakpur,Terai,Central,Grade 4,Boys,11435
Sarlahi,Janakpur,Terai,Central,Grade 5,Girls,9045
Sarlahi,Janakpur,Terai,Central,Grade 5,Boys,9240
Sarlahi,Janakpur,Terai,Central,Grade 1-5,Girls,81757
Sarlahi,Janakpur,Terai,Central,Grade 1-5,Boys,83105
Sindhuli,Janakpur,Hill,Central,Grade 1,Girls,10010
Sindhuli,Janakpur,Hill,Central,Grade 1,Boys,9667
Sindhuli,Janakpur,Hill,Central,Grade 2,Girls,6345
Sindhuli,Janakpur,Hill,Central,Grade 2,Boys,6140
Sindhuli,Janakpur,Hill,Central,Grade 3,Girls,6034
Sindhuli,Janakpur,Hill,Central,Grade 3,Boys,5792
Sindhuli,Janakpur,Hill,Central,Grade 4,Girls,5641
Sindhuli,Janakpur,Hill,Central,Grade 4,Boys,5368
Sindhuli,Janakpur,Hill,Central,Grade 5,Girls,5120
Sindhuli,Janakpur,Hill,Central,Grade 5,Boys,4984
Sindhuli,Janakpur,Hill,Central,Grade 1-5,Girls,33150
Sindhuli,Janakpur,Hill,Central,Grade 1-5,Boys,31951
Sindhupalchok,Bagmati,Mountain,Central,Grade 1,Girls,8028
Sindhupalchok,Bagmati,Mountain,Central,Grade 1,Boys,7524
Sindhupalchok,Bagmati,Mountain,Central,Grade 2,Girls,5785
Sindhupalchok,Bagmati,Mountain,Central,Grade 2,Boys,5400
Sindhupalchok,Bagmati,Mountain,Central,Grade 3,Girls,5534
Sindhupalchok,Bagmati,Mountain,Central,Grade 3,Boys,5126
Sindhupalchok,Bagmati,Mountain,Central,Grade 4,Girls,5132
Sindhupalchok,Bagmati,Mountain,Central,Grade 4,Boys,4920
Sindhupalchok,Bagmati,Mountain,Central,Grade 5,Girls,4891
Sindhupalchok,Bagmati,Mountain,Central,Grade 5,Boys,4570
Sindhupalchok,Bagmati,Mountain,Central,Grade 1-5,Girls,29370
Sindhupalchok,Bagmati,Mountain,Central,Grade 1-5,Boys,27540
Siraha,Sagarmatha,Terai,Eastern,Grade 1,Girls,15066
Siraha,Sagarmatha,Terai,Eastern,Grade 1,Boys,13921
Siraha,Sagarmatha,Terai,Eastern,Grade 2,Girls,11806
Siraha,Sagarmatha,Terai,Eastern,Grade 2,Boys,10612
Siraha,Sagarmatha,Terai,Eastern,Grade 3,Girls,10304
Siraha,Sagarmatha,Terai,Eastern,Grade 3,Boys,9168
Siraha,Sagarmatha,Terai,Eastern,Grade 4,Girls,8762
Siraha,Sagarmatha,Terai,Eastern,Grade 4,Boys,7168
Siraha,Sagarmatha,Terai,Eastern,Grade 5,Girls,7678
Siraha,Sagarmatha,Terai,Eastern,Grade 5,Boys,6554
Siraha,Sagarmatha,Terai,Eastern,Grade 1-5,Girls,53616
Siraha,Sagarmatha,Terai,Eastern,Grade 1-5,Boys,47423
Solukhumbu,Sagarmatha,Mountain,Eastern,Grade 1,Girls,3194
Solukhumbu,Sagarmatha,Mountain,Eastern,Grade 1,Boys,3017
Solukhumbu,Sagarmatha,Mountain,Eastern,Grade 2,Girls,2305
Solukhumbu,Sagarmatha,Mountain,Eastern,Grade 2,Boys,2126
Solukhumbu,Sagarmatha,Mountain,Eastern,Grade 3,Girls,2336
Solukhumbu,Sagarmatha,Mountain,Eastern,Grade 3,Boys,2127
Solukhumbu,Sagarmatha,Mountain,Eastern,Grade 4,Girls,2082
Solukhumbu,Sagarmatha,Mountain,Eastern,Grade 4,Boys,1887
Solukhumbu,Sagarmatha,Mountain,Eastern,Grade 5,Girls,1852
Solukhumbu,Sagarmatha,Mountain,Eastern,Grade 5,Boys,1718
Solukhumbu,Sagarmatha,Mountain,Eastern,Grade 1-5,Girls,11769
Solukhumbu,Sagarmatha,Mountain,Eastern,Grade 1-5,Boys,10875
Sunsari,Kosi,Terai,Eastern,Grade 1,Girls,14344
Sunsari,Kosi,Terai,Eastern,Grade 1,Boys,14399
Sunsari,Kosi,Terai,Eastern,Grade 2,Girls,12221
Sunsari,Kosi,Terai,Eastern,Grade 2,Boys,12555
Sunsari,Kosi,Terai,Eastern,Grade 3,Girls,11024
Sunsari,Kosi,Terai,Eastern,Grade 3,Boys,11374
Sunsari,Kosi,Terai,Eastern,Grade 4,Girls,9652
