District Name,Zone,Geographical Region,Development Region, Grade,Number of School 
Dadeldhura,Mahakali,Hill,Far-Western,(1-3),33
Dadeldhura,Mahakali,Hill,Far-Western,(1-4),10
Dadeldhura,Mahakali,Hill,Far-Western,(1-5),94
Dadeldhura,Mahakali,Hill,Far-Western,(1-6),2
Dadeldhura,Mahakali,Hill,Far-Western,(1-7),6
Dadeldhura,Mahakali,Hill,Far-Western,(1-8),55
Dadeldhura,Mahakali,Hill,Far-Western,(1-9),0
Dadeldhura,Mahakali,Hill,Far-Western,(1-10),34
Dadeldhura,Mahakali,Hill,Far-Western,(1-11),0
Dadeldhura,Mahakali,Hill,Far-Western,(1-12),29
Dadeldhura,Mahakali,Hill,Far-Western,(6-7),0
Dadeldhura,Mahakali,Hill,Far-Western,(6-8),0
Dadeldhura,Mahakali,Hill,Far-Western,(6-9),0
Dadeldhura,Mahakali,Hill,Far-Western,(6-10),0
Dadeldhura,Mahakali,Hill,Far-Western,(6-11),0
Dadeldhura,Mahakali,Hill,Far-Western,(6-12),2
Dadeldhura,Mahakali,Hill,Far-Western,(9-10),0
Dadeldhura,Mahakali,Hill,Far-Western,(9-11),0
Dadeldhura,Mahakali,Hill,Far-Western,(9-12),0
Dadeldhura,Mahakali,Hill,Far-Western,(11-12),0
Baitadi,Mahakali,Hill,Far-Western,1,2
Baitadi,Mahakali,Hill,Far-Western,(1-2),9
Baitadi,Mahakali,Hill,Far-Western,(1-3),101
Baitadi,Mahakali,Hill,Far-Western,(1-4),15
Baitadi,Mahakali,Hill,Far-Western,(1-5),206
Baitadi,Mahakali,Hill,Far-Western,(1-6),5
Baitadi,Mahakali,Hill,Far-Western,(1-7),8
Baitadi,Mahakali,Hill,Far-Western,(1-8),95
Baitadi,Mahakali,Hill,Far-Western,(1-9),4
Baitadi,Mahakali,Hill,Far-Western,(1-10),59
Baitadi,Mahakali,Hill,Far-Western,(1-11),5
Baitadi,Mahakali,Hill,Far-Western,(1-12),44
Baitadi,Mahakali,Hill,Far-Western,(6-7),0
Baitadi,Mahakali,Hill,Far-Western,(6-8),0
Baitadi,Mahakali,Hill,Far-Western,(6-9),0
Baitadi,Mahakali,Hill,Far-Western,(6-10),1
Baitadi,Mahakali,Hill,Far-Western,(6-11),0
Baitadi,Mahakali,Hill,Far-Western,(6-12),1
Baitadi,Mahakali,Hill,Far-Western,(9-10),0
Baitadi,Mahakali,Hill,Far-Western,(9-11),0
Baitadi,Mahakali,Hill,Far-Western,(9-12),0
Baitadi,Mahakali,Hill,Far-Western,(11-12),1
Kailali,Seti,Terai,Far-Western,1,9
Kailali,Seti,Terai,Far-Western,(1-2),16
Kailali,Seti,Terai,Far-Western,(1-3),48
Kailali,Seti,Terai,Far-Western,(1-4),35
Kailali,Seti,Terai,Far-Western,(1-5),242
Kailali,Seti,Terai,Far-Western,(1-6),6
Kailali,Seti,Terai,Far-Western,(1-7),29
Kailali,Seti,Terai,Far-Western,(1-8),169
Kailali,Seti,Terai,Far-Western,(1-9),7
Kailali,Seti,Terai,Far-Western,(1-10),98
Kailali,Seti,Terai,Far-Western,(1-11),7
Kailali,Seti,Terai,Far-Western,(1-12),75
Kailali,Seti,Terai,Far-Western,(6-7),0
Kailali,Seti,Terai,Far-Western,(6-8),0
Kailali,Seti,Terai,Far-Western,(6-9),0
Kailali,Seti,Terai,Far-Western,(6-10),0
Kailali,Seti,Terai,Far-Western,(6-11),0
Kailali,Seti,Terai,Far-Western,(6-12),0
Kailali,Seti,Terai,Far-Western,(9-10),0
Kailali,Seti,Terai,Far-Western,(9-11),0
Kailali,Seti,Terai,Far-Western,(9-12),0
Kailali,Seti,Terai,Far-Western,(11-12),6
Kanchanpur,Mahakali,Terai,Far-Western,1,14
Kanchanpur,Mahakali,Terai,Far-Western,(1-2),3
Kanchanpur,Mahakali,Terai,Far-Western,(1-3),9
Kanchanpur,Mahakali,Terai,Far-Western,(1-4),11
Kanchanpur,Mahakali,Terai,Far-Western,(1-5),116
Kanchanpur,Mahakali,Terai,Far-Western,(1-6),7
Kanchanpur,Mahakali,Terai,Far-Western,(1-7),22
Kanchanpur,Mahakali,Terai,Far-Western,(1-8),79
Kanchanpur,Mahakali,Terai,Far-Western,(1-9),18
Kanchanpur,Mahakali,Terai,Far-Western,(1-10),78
Kanchanpur,Mahakali,Terai,Far-Western,(1-11),8
Kanchanpur,Mahakali,Terai,Far-Western,(1-12),58
Kanchanpur,Mahakali,Terai,Far-Western,(6-7),1
Kanchanpur,Mahakali,Terai,Far-Western,(6-8),0
Kanchanpur,Mahakali,Terai,Far-Western,(6-9),0
Kanchanpur,Mahakali,Terai,Far-Western,(6-10),0
Kanchanpur,Mahakali,Terai,Far-Western,(6-11),0
Kanchanpur,Mahakali,Terai,Far-Western,(6-12),2
Kanchanpur,Mahakali,Terai,Far-Western,(9-10),0
Kanchanpur,Mahakali,Terai,Far-Western,(9-11),0
Kanchanpur,Mahakali,Terai,Far-Western,(9-12),0
Kanchanpur,Mahakali,Terai,Far-Western,(11-12),4
